Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
HDFC,EQ,21-Oct-16,1359.95,1361.45,1361.45,1331.05,1339,1336.55,1336.98,3175886,4246108886,123151,2668186,84.01
HDFC,EQ,24-Oct-16,1336.55,1341.35,1350,1333.05,1345,1344,1342.12,923522,1239473537,28560,617742,66.89
HDFC,EQ,25-Oct-16,1344,1344.8,1349.25,1327.5,1338,1340.1,1339.51,1051311,1408244258,54464,763131,72.59
HDFC,EQ,26-Oct-16,1340.1,1336.6,1343.95,1319,1336,1334.65,1330.28,1797435,2391094406,89734,1216554,67.68
HDFC,EQ,27-Oct-16,1334.65,1336.1,1383,1328.6,1370.1,1378.55,1364.19,3054221,4166543743,80476,1977699,64.75
HDFC,EQ,28-Oct-16,1378.55,1374.7,1393,1362.4,1388,1391.7,1381.2,2929858,4046715750,121054,2325826,79.38
HDFC,EQ,30-Oct-16,1391.7,1398,1398,1375,1377,1377.5,1381.06,110205,152200037,3479,42253,38.34
HDFC,EQ,1-Nov-16,1377.5,1382.6,1431.75,1377,1416,1417.2,1414.95,4195608,5936569158,121645,3280852,78.2
HDFC,EQ,2-Nov-16,1417.2,1400,1408.95,1392.25,1406.85,1404.35,1401.9,1717505,2407765763,96472,1283176,74.71
HDFC,EQ,3-Nov-16,1404.35,1400.9,1411.45,1395.7,1404.9,1401.6,1403.23,1447474,2031133409,62943,1115685,77.08
HDFC,EQ,4-Nov-16,1401.6,1408,1408,1377.55,1387.3,1386.15,1390.68,1818296,2528663762,115950,1263627,69.5
HDFC,EQ,7-Nov-16,1386.15,1401.35,1401.95,1373.35,1375.85,1381.4,1382.82,2013931,2784896896,79022,1500983,74.53
HDFC,EQ,8-Nov-16,1381.4,1381.4,1394.6,1366.1,1393.7,1391.35,1380.73,1611902,2225600963,62991,1102180,68.38
HDFC,EQ,9-Nov-16,1391.35,1335.55,1362.1,1310,1354.5,1350.8,1335.03,4422950,5904752421,85391,2837648,64.16
HDFC,EQ,10-Nov-16,1350.8,1361,1364.55,1311,1317.55,1324.55,1336.8,3981742,5322795149,137709,3197168,80.3
HDFC,EQ,11-Nov-16,1324.55,1310,1311.4,1263.25,1266,1268.35,1281.08,3340486,4279434243,66901,2367851,70.88
HDFC,EQ,15-Nov-16,1268.35,1258,1258,1201,1216.05,1225.75,1224.07,6489223,7943275946,138281,4436204,68.36
HDFC,EQ,16-Nov-16,1225.75,1237.7,1265.45,1221.8,1253,1255.4,1242.03,4265216,5297523359,120446,3281562,76.94
HDFC,EQ,17-Nov-16,1255.4,1260,1270.55,1238.1,1248.1,1250.2,1252.08,2462361,3083080267,105413,1784384,72.47
HDFC,EQ,18-Nov-16,1250.2,1250.2,1261.65,1243.4,1250.05,1249.8,1253.01,2742765,3436713045,92157,2283734,83.26
HDFC,EQ,21-Nov-16,1249.8,1250,1250,1213.75,1223.1,1221.95,1230.88,2648780,3260323098,85288,1876203,70.83
HDFC,EQ,22-Nov-16,1221.95,1230,1252.5,1225.8,1249.55,1249.7,1241.3,2649077,3288310847,101394,1943712,73.37
HDFC,EQ,23-Nov-16,1249.7,1250,1255,1205,1230.1,1226.9,1221.93,3248078,3968916643,101957,2143832,66
HDFC,EQ,24-Nov-16,1226.9,1217.1,1229.85,1212.1,1219.95,1217.65,1219.65,3969055,4840864895,75645,3274032,82.49
HDFC,EQ,25-Nov-16,1217.65,1227,1257.15,1210.2,1251,1244.05,1226.48,3185195,3906592654,96155,2323643,72.95
HDFC,EQ,28-Nov-16,1244.05,1236.1,1252,1234,1241.1,1246.7,1242.15,2670157,3316743886,111243,2125219,79.59
HDFC,EQ,29-Nov-16,1246.7,1241.6,1284.95,1241.6,1252,1255.8,1269.27,3448317,4376830965,96669,2650791,76.87
HDFC,EQ,30-Nov-16,1255.8,1254.2,1272.1,1237.55,1265,1263.1,1257.75,4722267,5939415344,147352,3618717,76.63
HDFC,EQ,1-Dec-16,1263.1,1268.4,1285.75,1259.2,1267.2,1270,1274.81,2474051,3153933253,134870,1719983,69.52
HDFC,EQ,2-Dec-16,1270,1260.4,1260.5,1233,1237.05,1236.8,1242.83,2832229,3519976881,152168,2038631,71.98
HDFC,EQ,5-Dec-16,1236.8,1236.8,1239.95,1183.15,1218.95,1215.55,1208.17,5623284,6793867395,197374,3852545,68.51
HDFC,EQ,6-Dec-16,1215.55,1218.05,1259.8,1218.05,1240.6,1243.4,1247.09,2799494,3491223644,106555,1470400,52.52
HDFC,EQ,7-Dec-16,1243.4,1246.4,1283.45,1246,1265.25,1264.95,1264.87,4418144,5588398776,136614,3415520,77.31
HDFC,EQ,8-Dec-16,1264.95,1270.5,1295,1270.5,1284.7,1289.85,1285.11,2704208,3475207542,132716,1786071,66.05
HDFC,EQ,9-Dec-16,1289.85,1287,1289.7,1260,1273,1268.25,1268.85,2333398,2960742299,87808,1590416,68.16
HDFC,EQ,12-Dec-16,1268.25,1266.9,1278,1254.15,1261,1264.5,1263.58,1219745,1541247479,55175,778148,63.8
HDFC,EQ,13-Dec-16,1264.5,1269.4,1281.5,1250,1275.05,1278.55,1269.22,1656438,2102381042,65759,1171715,70.74
HDFC,EQ,14-Dec-16,1278.55,1279,1279,1257,1271.75,1266.55,1265.88,1628885,2061979892,76537,1110178,68.16
HDFC,EQ,15-Dec-16,1266.55,1262,1277.4,1255.25,1261.55,1259.2,1264.41,1731691,2189570466,75824,1130330,65.27
HDFC,EQ,16-Dec-16,1259.2,1262,1278,1262,1266.55,1269.15,1271.51,2775322,3528846598,101919,2109514,76.01
HDFC,EQ,19-Dec-16,1269.15,1263,1263.9,1242.65,1243.65,1247.9,1254.77,1279508,1605486327,55964,966217,75.51
HDFC,EQ,20-Dec-16,1247.9,1245.9,1255.9,1227.8,1239,1235.55,1240.12,1935652,2400439682,86773,1482767,76.6
HDFC,EQ,21-Dec-16,1235.55,1242,1256.95,1230.25,1233.35,1235.6,1246.95,3217980,4012644920,86305,2421025,75.23
HDFC,EQ,22-Dec-16,1235.6,1234.8,1237.85,1213.25,1219,1217.4,1219.44,2238703,2729969580,68350,1698635,75.88
HDFC,EQ,23-Dec-16,1217.4,1217.4,1232.3,1208.25,1224,1224.85,1224.64,1560501,1911057323,68410,1104261,70.76
HDFC,EQ,26-Dec-16,1224.85,1220,1224.25,1206,1221.9,1219.5,1216.37,747342,909044238.9,38777,394640,52.81
HDFC,EQ,27-Dec-16,1219.5,1221.9,1237,1211.45,1235.7,1232.15,1220.62,872827,1065389230,43219,466112,53.4
HDFC,EQ,28-Dec-16,1232.15,1238.9,1248.05,1222.9,1235,1237.95,1237.02,2032787,2514592463,78307,1439680,70.82
HDFC,EQ,29-Dec-16,1237.95,1234.7,1261.55,1229.9,1257.85,1257.2,1249.58,2005422,2505942644,90372,1394661,69.54
HDFC,EQ,30-Dec-16,1257.2,1263.35,1269.75,1249.5,1261.4,1262.6,1262.54,1388842,1753463395,56561,1001392,72.1
HDFC,EQ,2-Jan-17,1262.6,1272,1272,1213.7,1216.95,1217.1,1224.52,2369360,2901333316,64113,1350679,57.01
HDFC,EQ,3-Jan-17,1217.1,1218.7,1222.6,1200.5,1212.1,1214,1214.18,3203369,3889471316,99126,2164639,67.57
HDFC,EQ,4-Jan-17,1214,1215.8,1224.5,1197.25,1215,1212.1,1212.57,2805972,3402433202,112395,1976521,70.44
HDFC,EQ,5-Jan-17,1212.1,1215.7,1220.4,1205.1,1215,1217.2,1213.85,3339784,4054008614,201479,2550051,76.35
HDFC,EQ,6-Jan-17,1217.2,1219,1232,1218.8,1223,1222.35,1225.75,2774461,3400784744,109327,2265699,81.66
HDFC,EQ,9-Jan-17,1222.35,1225,1229,1212.6,1221.5,1223.55,1221.85,2016528,2463894257,50600,1606106,79.65
HDFC,EQ,10-Jan-17,1223.55,1225,1227.95,1213.05,1218,1217.25,1219.54,2669824,3255959000,78992,1950606,73.06
HDFC,EQ,11-Jan-17,1217.25,1224.7,1233,1218.2,1228,1230.05,1226.73,1353730,1660663908,70701,792711,58.56
HDFC,EQ,12-Jan-17,1230.05,1234,1242.95,1217.6,1219.2,1221.1,1227.26,1477834,1813689205,71533,910875,61.64
HDFC,EQ,13-Jan-17,1221.1,1224.95,1250.6,1222.15,1246,1247.5,1243.68,2131709,2651156187,74007,1356457,63.63
HDFC,EQ,16-Jan-17,1247.5,1245.1,1264,1240.25,1258,1256.9,1255.74,1694061,2127291996,41592,1256614,74.18
HDFC,EQ,17-Jan-17,1256.9,1258.35,1261,1234.95,1246.85,1245.8,1245.2,1185487,1476164787,42575,740762,62.49
HDFC,EQ,18-Jan-17,1245.8,1246.3,1260.95,1245.65,1247,1249.05,1251.65,1491317,1866608440,62113,1079058,72.36
HDFC,EQ,19-Jan-17,1249.05,1251.7,1251.7,1232.9,1243.15,1242.4,1242.54,1599732,1987732269,65869,1135563,70.98
HDFC,EQ,20-Jan-17,1242.4,1236.15,1245,1230.6,1236.65,1237.3,1237.24,1408933,1743192119,63635,955629,67.83
HDFC,EQ,23-Jan-17,1237.3,1234.7,1262,1232,1262,1259.75,1253.32,2265524,2839424132,74354,1812334,80
HDFC,EQ,24-Jan-17,1259.75,1263.1,1282,1260,1277.1,1280.75,1276.14,1937436,2472436303,80121,1478906,76.33
HDFC,EQ,25-Jan-17,1280.75,1284,1341.45,1279.7,1328.8,1337.4,1317.76,5273331,6948985574,158501,3997461,75.81
HDFC,EQ,27-Jan-17,1337.4,1329.15,1379,1329.15,1366.5,1373.7,1363.9,4017493,5479453880,124783,3096781,77.08
HDFC,EQ,30-Jan-17,1373.7,1370.4,1379.4,1360,1371.45,1371.9,1371.71,2427494,3329821924,96771,1432001,58.99
HDFC,EQ,31-Jan-17,1371.9,1371.45,1388.2,1353,1365,1365.85,1369.44,2588181,3544362629,91881,1707352,65.97
HDFC,EQ,1-Feb-17,1365.85,1370,1417.45,1369.65,1411,1412.1,1397.5,2637813,3686347989,99693,1571006,59.56
HDFC,EQ,2-Feb-17,1412.1,1411,1411,1385.7,1404,1401.3,1396.01,2336054,3261151481,89416,1779225,76.16
HDFC,EQ,3-Feb-17,1401.3,1401.5,1408,1385.6,1395,1397.45,1396.92,2144208,2995282779,81342,1446083,67.44
HDFC,EQ,6-Feb-17,1397.45,1402,1411.85,1388.6,1397.7,1400.3,1399.74,2029593,2840905864,82830,1449233,71.41
HDFC,EQ,7-Feb-17,1400.3,1399.6,1410,1388.4,1407,1407.25,1403.86,2731391,3834477333,56779,2266063,82.96
HDFC,EQ,8-Feb-17,1407.25,1410,1410,1383.8,1399,1401.1,1397.8,2263272,3163598806,103015,1691294,74.73
HDFC,EQ,9-Feb-17,1401.1,1402,1421.2,1385.65,1402,1396.9,1399.56,2389616,3344407466,101668,1593972,66.7
HDFC,EQ,10-Feb-17,1396.9,1408,1410,1382.8,1393,1388.55,1392.8,1637560,2280799328,56809,1192367,72.81
HDFC,EQ,13-Feb-17,1388.55,1398.4,1398.4,1372.6,1395.45,1392.05,1384.12,1638938,2268481073,67724,1205062,73.53
HDFC,EQ,14-Feb-17,1392.05,1398,1403.65,1388.05,1399,1398.15,1395.94,1564027,2183287581,50768,1248098,79.8
HDFC,EQ,15-Feb-17,1398.15,1399.9,1409.8,1389.5,1399,1399.15,1399.1,2323380,3250634460,97772,1903001,81.91
HDFC,EQ,16-Feb-17,1399.15,1394.15,1403,1386.25,1393.9,1393.55,1394.26,2017252,2812574135,109427,1658410,82.21
HDFC,EQ,17-Feb-17,1393.55,1425,1432.65,1400.2,1404.75,1402.5,1413.6,2075335,2933690459,72529,1144012,55.12
HDFC,EQ,20-Feb-17,1402.5,1401.55,1402.85,1386,1393,1393.3,1392.35,1470475,2047421088,43705,1112132,75.63
HDFC,EQ,21-Feb-17,1393.3,1393.1,1414,1389.85,1413,1412.45,1403.05,734159,1030063102,44498,464876,63.32
HDFC,EQ,22-Feb-17,1412.45,1415,1415,1391.8,1396.5,1394.1,1400.16,2494083,3492123323,104590,1680015,67.36
HDFC,EQ,23-Feb-17,1394.1,1401,1404.9,1378,1390,1385.7,1389.91,4125739,5734415361,124877,3261942,79.06
HDFC,EQ,27-Feb-17,1385.7,1389.45,1389.45,1368.1,1372,1375.7,1377.63,2822066,3887774572,76169,2398787,85
HDFC,EQ,28-Feb-17,1375.7,1377,1383.95,1368.4,1370.9,1370.05,1374.89,2318175,3187229655,104499,1701769,73.41
HDFC,EQ,1-Mar-17,1370.05,1369.8,1405,1369.2,1396.85,1400.55,1395.82,2163448,3019783053,73037,1621802,74.96
HDFC,EQ,2-Mar-17,1400.55,1403,1415.4,1392,1393.35,1399,1406.03,2671884,3756757981,108250,1994293,74.64
HDFC,EQ,3-Mar-17,1399,1392.3,1397,1366,1370.5,1371.2,1373.56,1137208,1562026080,53880,702939,61.81
HDFC,EQ,6-Mar-17,1371.2,1379,1392,1362.5,1367,1365.95,1372.29,2236116,3068609315,66628,1608729,71.94
HDFC,EQ,7-Mar-17,1365.95,1374.4,1374.4,1362.75,1365,1365.4,1366.83,1507326,2060257581,51442,1187910,78.81
HDFC,EQ,8-Mar-17,1365.4,1368.1,1376.8,1361.3,1365.5,1367.7,1367.1,2330472,3185993106,100277,1760059,75.52
HDFC,EQ,9-Mar-17,1367.7,1368.25,1381.9,1362.6,1373.95,1371.5,1372.53,2205255,3026788845,77998,1664944,75.5
HDFC,EQ,10-Mar-17,1371.5,1378,1383.35,1369,1375.7,1373.8,1375.18,1607599,2210737747,56798,1196665,74.44
HDFC,EQ,14-Mar-17,1373.8,1415.2,1428,1413.3,1421.95,1424.15,1419.2,6249576,8869391562,152114,5128902,82.07
HDFC,EQ,15-Mar-17,1424.15,1425.4,1435,1416.65,1424.15,1426.1,1426.56,2598530,3706969522,116205,1919940,73.89
HDFC,EQ,16-Mar-17,1426.1,1431.65,1454.75,1431.15,1452,1450.25,1444.15,3406772,4919890142,139681,2760081,81.02
HDFC,EQ,17-Mar-17,1450.25,1458.5,1458.5,1438.7,1446.2,1451.2,1449.31,3588003,5200135164,129695,2907145,81.02
HDFC,EQ,20-Mar-17,1451.2,1449.8,1464.95,1446.95,1456.6,1457.75,1458.77,1745773,2546679641,50745,1348156,77.22
HDFC,EQ,21-Mar-17,1457.75,1452.15,1473.45,1449.35,1461.1,1458.4,1458.8,2087458,3045188005,66015,1553169,74.4
HDFC,EQ,22-Mar-17,1458.4,1449.9,1454.75,1434.05,1442,1442.3,1441.53,1866922,2691228197,97159,1487877,79.7
HDFC,EQ,23-Mar-17,1442.3,1444.6,1460.9,1439.85,1459,1456.65,1447.81,2342002,3390766239,56615,1944628,83.03
HDFC,EQ,24-Mar-17,1456.65,1458,1467.25,1450,1461.5,1462.6,1463.06,1701119,2488845478,71234,1380223,81.14
HDFC,EQ,27-Mar-17,1462.6,1455,1478.5,1455,1477,1474.7,1468.76,2418666,3552433313,80711,2018971,83.47
HDFC,EQ,28-Mar-17,1474.7,1477.7,1508,1477.1,1506.6,1504.1,1498.18,2272786,3405048242,61508,1684300,74.11
HDFC,EQ,29-Mar-17,1504.1,1510.1,1531,1498.5,1524.45,1522.05,1513.15,3595260,5440153822,89516,2911900,80.99
HDFC,EQ,30-Mar-17,1522.05,1520,1528.4,1510.55,1518,1519.95,1519.97,8057156,12246645972,123936,6937745,86.11
HDFC,EQ,31-Mar-17,1519.95,1520.2,1520.2,1496.55,1499.85,1502.1,1503.99,2816509,4235996323,105916,2120923,75.3
HDFC,EQ,3-Apr-17,1502.1,1509.65,1537.2,1502.05,1537,1533.65,1525.88,2302442,3513252105,72784,1652997,71.79
HDFC,EQ,5-Apr-17,1533.65,1525.1,1530,1486.75,1492,1490.15,1497.51,4839266,7246865116,169752,3825395,79.05
HDFC,EQ,6-Apr-17,1490.15,1490,1490,1468.1,1481.55,1482.6,1479.34,3533800,5227688067,86428,2659916,75.27
HDFC,EQ,7-Apr-17,1482.6,1474.9,1494,1466.25,1481.7,1484.75,1481.73,2366116,3505950123,48238,1782523,75.34
HDFC,EQ,10-Apr-17,1484.75,1484,1484,1465.05,1465.85,1467.5,1469.85,2200153,3233886303,77780,1880021,85.45
HDFC,EQ,11-Apr-17,1467.5,1465.1,1486.95,1461.2,1479,1476.85,1477.74,2166320,3201254321,73737,1578551,72.87
HDFC,EQ,12-Apr-17,1476.85,1475,1476.45,1460,1468.95,1466.65,1465.4,2663565,3903193576,105512,2222812,83.45
HDFC,EQ,13-Apr-17,1466.65,1470,1484.7,1461.15,1475.2,1474.9,1475.74,1773012,2616500094,51949,1295461,73.07
HDFC,EQ,17-Apr-17,1474.9,1475,1494.45,1474.8,1480,1479.55,1484.67,1213004,1800916462,39093,783162,64.56
HDFC,EQ,18-Apr-17,1479.55,1482,1491,1474,1480,1480.05,1480.96,1784505,2642782450,56985,1247632,69.91
HDFC,EQ,19-Apr-17,1480.05,1491.55,1492.3,1470.2,1490.2,1490.2,1486.38,1546962,2299375479,82753,1145156,74.03
HDFC,EQ,20-Apr-17,1490.2,1490,1531.75,1487.1,1511.75,1517.1,1517.89,2905255,4409861001,83577,2162309,74.43
HDFC,EQ,21-Apr-17,1517.1,1519.9,1526.75,1490.95,1503.15,1507.45,1506.66,1520049,2290196893,67122,1076843,70.84
HDFC,EQ,24-Apr-17,1507.45,1509.8,1538.55,1507.45,1525,1530.7,1530.48,1550370,2372816868,127662,1157467,74.66
HDFC,EQ,25-Apr-17,1530.7,1535,1557.6,1531,1541,1548.4,1546.43,2420240,3742743308,75640,1954097,80.74
HDFC,EQ,26-Apr-17,1548.4,1551.2,1590,1551.2,1576.15,1586,1576.49,3596629,5670054793,143646,2691832,74.84
HDFC,EQ,27-Apr-17,1586,1582,1589.95,1559.05,1561.05,1566.5,1575.94,4533632,7144748904,181532,3603398,79.48
HDFC,EQ,28-Apr-17,1566.5,1564.1,1566,1532.15,1537,1537.15,1540.52,2850999,4392011703,155565,2252219,79
HDFC,EQ,2-May-17,1537.15,1547,1590.75,1538.9,1585.55,1584.75,1571.83,4472856,7030575465,190220,3468915,77.55
HDFC,EQ,3-May-17,1584.75,1588,1591.85,1563,1564.3,1571.3,1575.99,4028393,6348715654,117911,3240990,80.45
HDFC,EQ,4-May-17,1571.3,1573,1587.4,1556,1558.1,1564.35,1574.65,5810079,9148842353,129219,4408453,75.88
HDFC,EQ,5-May-17,1564.35,1570.1,1570.2,1540.95,1543,1546.85,1548.07,2299986,3560540227,99366,1790557,77.85
HDFC,EQ,8-May-17,1546.85,1542,1549,1527.15,1529,1529.5,1537.62,1887869,2902816399,56878,1579702,83.68
HDFC,EQ,9-May-17,1529.5,1537.9,1542.8,1517.85,1523.4,1523.5,1530.21,2041977,3124648181,96568,1517623,74.32
HDFC,EQ,10-May-17,1523.5,1532,1575.25,1527.2,1570.7,1572,1562.57,2965910,4634452090,123196,2264217,76.34
HDFC,EQ,11-May-17,1572,1581,1581,1557,1558.25,1565.3,1571.69,2648011,4161863415,76511,2134050,80.59
HDFC,EQ,12-May-17,1565.3,1565,1566.2,1539.35,1549,1549.8,1549.18,1294006,2004644429,72628,920599,71.14
HDFC,EQ,15-May-17,1549.8,1554.5,1572.6,1554.1,1561,1559.5,1562.62,1270297,1984989922,59917,955875,75.25
HDFC,EQ,16-May-17,1559.5,1558,1569,1554,1568,1566.55,1564.05,2114918,3307844027,79354,1652379,78.13
HDFC,EQ,17-May-17,1566.55,1565.5,1570.95,1549.75,1550.1,1552.5,1557.08,2161434,3365526233,80317,1794472,83.02
HDFC,EQ,18-May-17,1552.5,1547,1558.6,1526.5,1545,1537.05,1539.03,2404372,3700407245,85842,1837821,76.44
HDFC,EQ,19-May-17,1537.05,1545,1548,1515.35,1526.5,1520.6,1526.14,2142433,3269651729,113875,1601236,74.74
HDFC,EQ,22-May-17,1520.6,1530,1530,1510.25,1519.95,1519.85,1518.84,1920867,2917481235,70390,1541085,80.23
HDFC,EQ,23-May-17,1519.85,1521.7,1537.2,1503.45,1510,1511.5,1521.2,1408855,2143148588,56848,969791,68.84
HDFC,EQ,24-May-17,1511.5,1519,1541.75,1512.4,1525,1524.85,1527.9,2209471,3375851161,75808,1361319,61.61
HDFC,EQ,25-May-17,1524.85,1533.9,1546,1530.5,1539,1539.75,1539.88,4099792,6313183911,91104,3327557,81.16
HDFC,EQ,26-May-17,1539.75,1538.1,1563,1530.25,1544.5,1547.9,1548.63,1871008,2897490680,59347,1270174,67.89
HDFC,EQ,29-May-17,1547.9,1546,1601.25,1546,1596.75,1598.85,1586.02,3464406,5494626678,75137,1961992,56.63
HDFC,EQ,30-May-17,1598.85,1595.7,1604,1575.05,1582.6,1579.5,1588.05,1605211,2549149348,77293,1019565,63.52
HDFC,EQ,31-May-17,1579.5,1581,1596.15,1565.4,1576.8,1569.85,1571.89,4907685,7714319619,160031,3833239,78.11
HDFC,EQ,1-Jun-17,1569.85,1551.8,1587.4,1551.8,1577.25,1583.75,1575.11,2990228,4709941589,155736,1983472,66.33
HDFC,EQ,2-Jun-17,1583.75,1582,1612.8,1582,1595.35,1604.65,1602.17,3427957,5492166766,99348,2572628,75.05
HDFC,EQ,5-Jun-17,1604.65,1606.4,1612,1591.15,1605,1606.15,1603.91,2988075,4792593901,81217,2167100,72.52
HDFC,EQ,6-Jun-17,1606.15,1610,1624.85,1602.5,1603.7,1605.75,1611.85,2170920,3499204656,48603,1537563,70.83
HDFC,EQ,7-Jun-17,1605.75,1609.7,1611.5,1590.6,1600,1599.35,1598.75,1726464,2760190740,69120,1256284,72.77
HDFC,EQ,8-Jun-17,1599.35,1608.9,1635,1605,1631,1633.55,1628.23,2289492,3727828270,104016,1459772,63.76
HDFC,EQ,9-Jun-17,1633.55,1628,1649,1620.1,1646.1,1647.2,1636.33,2633241,4308859894,73460,1898414,72.09
HDFC,EQ,12-Jun-17,1647.2,1644,1651.8,1633.85,1647,1647.5,1643.89,2000556,3288694813,71819,1467513,73.36
HDFC,EQ,13-Jun-17,1647.5,1642.05,1682.2,1642.05,1665,1667.65,1667.32,2737084,4563600560,143134,1840910,67.26
HDFC,EQ,14-Jun-17,1667.65,1661.55,1668,1644,1647.1,1651.1,1651.72,6519614,10768594969,139220,6014688,92.26
HDFC,EQ,15-Jun-17,1651.1,1648.7,1653.7,1629.55,1635,1636.85,1642.13,5678766,9325295806,73070,5097448,89.76
HDFC,EQ,16-Jun-17,1636.85,1634.3,1651,1629.15,1635.2,1640.85,1641.87,2692532,4420794504,73989,1737533,64.53
HDFC,EQ,19-Jun-17,1640.85,1659,1660,1645.2,1659.6,1654.2,1652.88,2907637,4805976866,62546,2321542,79.84
HDFC,EQ,20-Jun-17,1654.2,1651.15,1660,1627.9,1632.15,1631.5,1636.96,2304515,3772389818,67469,1652828,71.72
HDFC,EQ,21-Jun-17,1631.5,1632.15,1638,1615.5,1626,1628.25,1622.59,2359678,3828800585,85584,1833784,77.71
HDFC,EQ,22-Jun-17,1628.25,1626.1,1660,1626.1,1650.1,1653.8,1651.94,3438975,5680996916,129910,2724127,79.21
HDFC,EQ,23-Jun-17,1653.8,1660,1661,1642.1,1650.2,1651.35,1651.51,2590704,4278583573,119288,1946085,75.12
HDFC,EQ,27-Jun-17,1651.35,1655.7,1667,1639.7,1650.15,1651.05,1652.48,3612290,5969244173,149871,2858502,79.13
HDFC,EQ,28-Jun-17,1651.05,1656.5,1658.8,1623.1,1624,1629,1637.6,1683069,2756190358,96590,1174145,69.76
HDFC,EQ,29-Jun-17,1629,1629.4,1654.9,1620.1,1627.4,1632.2,1638.4,2783220,4560024764,101152,2117744,76.09
HDFC,EQ,30-Jun-17,1632.2,1625,1625,1606.95,1611.9,1614.95,1616.13,1866235,3016085677,105847,1326587,71.08
HDFC,EQ,3-Jul-17,1614.95,1610.35,1629,1600.7,1617.05,1621.65,1617.86,1518180,2456199460,64639,860304,56.67
HDFC,EQ,4-Jul-17,1621.65,1626.35,1646.5,1616.4,1639.05,1640.65,1634.35,1909048,3120056372,63997,1288073,67.47
HDFC,EQ,5-Jul-17,1640.65,1639.05,1640,1622.25,1631,1629.1,1627.52,1317408,2144111870,51340,949820,72.1
HDFC,EQ,6-Jul-17,1629.1,1623.05,1654,1623.05,1642.8,1647.9,1644.66,2397552,3943165075,105496,1741973,72.66
HDFC,EQ,7-Jul-17,1647.9,1650,1650,1617,1630.5,1629.15,1625.21,3405664,5534905362,100232,2576114,75.64
HDFC,EQ,10-Jul-17,1629.15,1678,1678,1620.9,1636,1638.85,1634.95,380665,622368221.9,10092,196329,51.58
HDFC,EQ,11-Jul-17,1638.85,1640.4,1649.1,1629.9,1645,1642.75,1640.78,1547377,2538910358,79097,1066330,68.91
HDFC,EQ,12-Jul-17,1642.75,1647,1648,1626.05,1638.55,1639.95,1636,2067988,3383223775,116796,1546900,74.8
HDFC,EQ,13-Jul-17,1639.95,1640.2,1665,1640.2,1656.4,1656.9,1656.06,2728741,4518968550,104978,2048254,75.06
HDFC,EQ,14-Jul-17,1656.9,1649,1649.9,1637.05,1647.1,1647.7,1644.49,1214121,1996608054,60177,784200,64.59
HDFC,EQ,17-Jul-17,1647.7,1649,1658.9,1645.55,1652.3,1652.35,1652.59,1080487,1785606761,51996,778584,72.06
HDFC,EQ,18-Jul-17,1652.35,1655,1676.95,1649.1,1652,1653,1657,2073732,3436171411,60483,1532245,73.89
HDFC,EQ,19-Jul-17,1653,1661,1661,1641.85,1651.3,1654.85,1649.27,2812906,4639234962,130535,2367126,84.15
HDFC,EQ,20-Jul-17,1654.85,1665.1,1665.15,1642.8,1650.25,1651,1650.9,1042156,1720494390,65111,805462,77.29
HDFC,EQ,21-Jul-17,1651,1655.7,1655.7,1622.35,1640.1,1640.95,1641.66,2044159,3355808342,103548,1449468,70.91
HDFC,EQ,24-Jul-17,1640.95,1646.8,1647,1626.3,1630,1632.25,1634,5390510,8808111634,103620,3119324,57.87
HDFC,EQ,25-Jul-17,1632.25,1643,1643,1627.35,1633.8,1632.05,1632.56,2986733,4876019721,98126,2468491,82.65
HDFC,EQ,26-Jul-17,1632.05,1635,1643.8,1620,1637.95,1633.45,1633.19,5038801,8229300950,102221,3691560,73.26
HDFC,EQ,27-Jul-17,1633.45,1647,1743.45,1642.15,1719,1728.2,1710.75,9028591,15445650691,180177,4897212,54.24
HDFC,EQ,28-Jul-17,1728.2,1717.5,1799.2,1709.1,1776,1785.35,1764.89,7936274,14006656601,200844,5010228,63.13
HDFC,EQ,31-Jul-17,1785.35,1783.9,1799.9,1751.2,1787.5,1789.25,1776.18,4669583,8294021262,161112,2717755,58.2
HDFC,EQ,1-Aug-17,1789.25,1787.25,1799,1754.7,1784.1,1779.1,1769.15,3259641,5766780771,105776,2084596,63.95
HDFC,EQ,2-Aug-17,1779.1,1777,1783.25,1760,1769.4,1766.4,1765.76,1960377,3461563692,78442,1260380,64.29
HDFC,EQ,3-Aug-17,1766.4,1774,1776.8,1725,1732.6,1736.75,1744.06,3975454,6933428851,98383,2835172,71.32
HDFC,EQ,4-Aug-17,1736.75,1725.3,1738.65,1721,1731.1,1731.35,1727.83,5369383,9277368759,67514,4629232,86.22
HDFC,EQ,7-Aug-17,1731.35,1731,1753,1720.1,1720.45,1725.4,1735.15,2372097,4115942994,84354,1722798,72.63
HDFC,EQ,8-Aug-17,1725.4,1729.9,1732.05,1701,1720,1719.9,1717.1,2915229,5005731700,112353,2218394,76.1
HDFC,EQ,9-Aug-17,1719.9,1718.9,1741.8,1705,1728,1731.65,1724.52,1817847,3134922101,87589,1203426,66.2
HDFC,EQ,10-Aug-17,1731.65,1728,1749.05,1699,1711,1709.8,1733.07,3177026,5506006914,146267,2084963,65.63
